product_sku,product_name,category,subcategory,brand,cost_price,retail_price,launch_date,discontinuation_date,supplier,weight_kg,dimensions_cm,stock_level,reorder_point,log_retail_price,log_cost_price,retail_price_log,cost_price_log,stock_level_log,retail_price_adj,cost_price_adj,stock_level_adj,product_name_realistic
BEA-AUT-1046,AutoCare Premium Equipment,Beauty,Fragrances,AutoCare,13.27,23.52,2022-08-06,,Anderson Group,12.99,40x81x49,450,45,3.1994891110680106,2.658159431488745,3.1578511230304263,2.5855058483441162,6.109249804984119,23.335476854567624,17.943587782853374,447,Nimbus Select Wireless Earbuds
BOO-OUT-1047,OutdoorAdventure Smart Item Edition 600,Books,Fiction,OutdoorAdventure,52.01,121.32,2022-09-04,,"Martin, Rose and Obrien",32.33,67x62x6,47,47,4.8066405616208066,3.9704805749997147,4.798431682820381,3.9514360077849813,3.85016887807946,121.33966666075425,77.29127911444796,44,Granite Lite Desk Lamp
CLO-SPO-1048,SportElite Ultra Hat,Clothing,Shoes,SportElite,16.04,47.25,2023-06-28,,Hickman Ltd,49.83,75x47x27,359,68,3.876395827784995,2.83556352140117,3.855452653939752,2.7750856024383683,5.88332517399972,47.295776073756414,30.134853919861598,354,Nimbus Smart Thermostat
HOM-BEA-1049,BeautyGlow Smart Chair,Home & Garden,Bedding,BeautyGlow,4.11,8.11,2024-01-31,,"Harris, Collins and Carney",38.13,28x29x18,378,71,2.209372711271867,1.631199404215613,2.0930978681273213,1.4134230285081433,5.934896841118734,7.801157366415016,6.034944620383791,379,Nimbus Blender
HOM-OUT-1050,OutdoorAdventure Ultra Chair,Home & Garden,Home Decor,OutdoorAdventure,26.89,52.28,2023-01-05,,"Brooks, Lam and Hayes",0.81,73x21x22,23,16,3.9755610262321337,3.3282682016393976,3.956613888756021,3.2917544702807735,3.135537693244867,52.740192935209265,34.83340944364219,21,Aurora Trail Shoes
BOO-HOM-1051,HomeComfort Modern Item,Books,Educational,HomeComfort,14.2,33.53,2023-04-26,,Walker LLC,17.1,11x37x35,58,18,3.541828511401901,2.7212954278522306,3.512440560478137,2.653241964607215,4.060460251777099,33.79963016689389,25.539026258165194,62,Vertex Lite Action Camera
SPO-STY-1052,StyleMax Premium Product System 411,Sports,Athletic Wear,StyleMax,10.92,17.78,2022-09-12,2024-05-10,Chapman and Sons,30.36,84x33x38,194,67,2.932792473780117,2.4782176616372036,2.8780742300857587,2.390595970316759,5.267863313689218,18.210708962732905,8.681152697021824,190,Aurora Eco Desk Lamp 2025
SPO-KIT-1053,KitchenMaster Classic Gear,Sports,Team Sports,KitchenMaster,34.83,55.39,2024-01-28,2025-02-23,"Robinson, Jones and Welch",31.31,38x89x10,80,40,4.03229183781909,3.5787855313168624,4.014399072045013,3.5504790843779097,4.3820391345957574,55.7769308034191,23.477892863755624,84,Harbor Action Camera
CLO-STY-1054,StyleMax Elite Shirt,Clothing,Accessories,StyleMax,27.79,93.91,2023-04-27,,Jones Inc,11.65,95x41x49,440,68,4.5529290741424004,3.3600281046240843,4.542336876816522,3.3246762437544124,6.086776999636997,94.00594197923486,72.48548223249168,439,Lumen Max Smart Thermostat 2022
ELE-SPO-1055,SportElite Ultra Camera,Electronics,Gaming,SportElite,138.56,405.34,2022-07-22,,Jones-Young,27.27,87x24x22,423,28,6.007190247569464,4.9384946163185734,6.004726221091167,4.931303444814125,6.047374543109678,405.75343675032263,169.58623825981627,423,Terra Flex Water Bottle 2025
ELE-HOM-1056,HomeComfort Ultra Monitor,Electronics,Smartphones,HomeComfort,23.59,61.26,2022-10-23,,"Washington, Ryan and Cummings",23.49,43x94x30,482,44,4.131319165013462,3.202339856228101,4.115127101404629,3.1608228934195837,6.177946188737245,60.85672265201088,35.96445845350178,485,Lumen Select Water Bottle 2023
BOO-FAS-1057,FashionForward Pro Tool Edition 852,Books,Children Books,FashionForward,15.21,30.16,2022-09-14,2023-11-02,"Johnston, Sanchez and Kennedy",48.1,78x80x6,391,96,3.4391352210025476,2.785628335747585,3.4065165431397553,2.7219531062712017,5.968710117526852,29.862063205170763,20.311390880473244,389,Nimbus Lite Portable Speaker
AUT-KIT-1058,KitchenMaster Premium Product,Automotive,Car Care,KitchenMaster,27.06,67.04,2022-10-12,,Lee-Davis,29.31,86x67x10,240,54,4.220095767527661,3.3343450746743146,4.205289456173828,3.2980566227426418,5.480643089999978,66.59432274313234,51.22802705544676,236,Terra Wireless Earbuds 2022
SPO-AUT-1059,AutoCare Pro Product,Sports,Team Sports,AutoCare,48.33,122.78,2022-10-23,,Gomez-Jenkins,20.08,75x9x34,45,50,4.818505796311215,3.898532415245647,4.81039413599935,3.8780524858569927,3.806684711745632,122.608823724148,73.53467792496781,44,Granite Portable Speaker
HOM-STY-1060,StyleMax Classic Tool,Home & Garden,Bedding,StyleMax,13.05,19.6,2023-07-10,,"Brown, Valdez and Lucas",2.8,71x51x44,387,73,3.0252910757955354,2.642622395779755,2.975529566236472,2.5687881337687024,5.958427277005772,19.490903743895693,9.398392594837333,384,Harbor Wireless Earbuds
BEA-TEC-1061,TechPro Smart Gear,Beauty,Fragrances,TechPro,16.99,49.14,2023-03-25,,Powell LLC,24.29,8x85x43,409,40,3.914819092730147,2.8898160479624417,3.894673367093033,2.8326249356838407,6.0137176010275875,48.915922051138416,25.297622838753988,405,Harbor Max Action Camera
BEA-BEA-1062,BeautyGlow Premium Tool,Beauty,Makeup,BeautyGlow,7.42,13.63,2022-04-27,,Wright and Sons,5.96,24x68x50,149,75,2.683074215032033,2.130609828254235,2.612273245708441,2.004179057179289,5.003953017332334,13.95216275896889,10.881425612503433,144,Nimbus Edge Blender
BEA-SMA-1063,SmartLife Modern Equipment System 248,Beauty,Hair Care,SmartLife,6.84,14.2,2023-09-06,,"West, Henderson and Ramirez",43.98,13x40x31,174,74,2.7212954278522306,2.0592388343623163,2.653241964607215,1.922787731634459,5.159061046324451,14.059618260159716,10.83770581783268,178,Nimbus Max Water Bottle 2024
HOM-BEA-1064,BeautyGlow Ultra Tool,Home & Garden,Furniture,BeautyGlow,41.73,103.91,2022-06-02,,Baxter Inc,24.27,47x75x39,193,68,4.6531028397433944,3.7549012496559335,4.643525139864555,3.731220294603461,5.262695370238613,103.69531581949363,66.24582374446393,189,Nimbus Pro Wireless Earbuds
HOM-SPO-1065,SportElite Classic Table,Home & Garden,Kitchen,SportElite,68.08,144.06,2022-11-22,,Morton-Chase,35.29,53x54x47,405,93,4.977147449935266,4.235265253278478,4.9702298794612165,4.220683484265119,6.003889536239293,144.10184216149509,98.26071206316142,405,Lumen Yoga Mat
CLO-TEC-1066,TechPro Elite Shoes,Clothing,Shoes,TechPro,11.5,30.64,2022-04-13,,Williams PLC,22.07,72x63x5,369,28,3.4544221428994533,2.5257286443082556,3.4223063448723905,2.4423470353692043,5.910799354063955,30.288105740475267,21.415092212720076,371,Lumen Blender
SPO-STY-1067,StyleMax Modern Gear,Sports,Outdoor Gear,StyleMax,49.56,125.84,2023-10-28,2025-03-27,Novak and Sons,42.63,73x53x25,320,72,4.842926449670147,3.923160749838602,4.835011258750022,3.9031840567609417,5.76832412078889,126.13615304113897,86.73099184107194,317,Nimbus Classic Desk Lamp
AUT-KIT-1068,KitchenMaster Pro Product,Automotive,Car Parts,KitchenMaster,27.81,80.14,2022-08-21,,Russell Group,21.76,17x86x50,446,22,4.396176057778301,3.360722549096437,4.383775105207999,3.3253956682458736,6.100321194170017,79.72305963080618,38.156006642172436,451,Vertex Lite Yoga Mat
SPO-BEA-1069,BeautyGlow Premium Item,Sports,Outdoor Gear,BeautyGlow,11.24,17.8,2023-01-03,,Hancock Inc,7.36,72x57x41,349,33,2.9338568698359033,2.50470927708418,2.8791984572980396,2.419478844465545,5.855074787527835,18.277149197868507,7.828263448265065,352,Solstice Yoga Mat 2022
CLO-STY-1070,StyleMax Classic Shoes,Clothing,Womens Apparel,StyleMax,16.27,48.72,2023-08-21,2025-06-03,Gray Group,31.93,63x37x47,4,69,3.9064072666425105,2.848970892158587,3.8860896234016415,2.7893229212309465,1.3865443298750981,48.986799873910726,31.251566049047028,7,Nimbus Action Camera 2024
HOM-HOM-1071,HomeComfort Pro Vase,Home & Garden,Home Decor,HomeComfort,80.18,239.05,2022-11-03,,House-Glover,21.27,37x63x24,101,59,5.48084723497695,4.396668911410751,5.476672735072112,4.384274107214361,4.6151304177823445,238.7547413679035,104.46847390842035,97,Vertex Prime Yoga Mat
AUT-STY-1072,StyleMax Smart Equipment,Automotive,Accessories,StyleMax,19.45,45.94,2023-12-18,,Henderson-Bernard,48.9,89x55x22,4,82,3.8488701904228773,3.017982882488811,3.8273361972609523,2.9678470700644555,1.3865443298750981,45.455411674781125,30.518841559066935,6,Granite Classic Water Bottle
AUT-KIT-1073,KitchenMaster Modern Gear,Automotive,Car Parts,KitchenMaster,82.12,151.53,2022-12-27,,"Stanley, Tucker and Lee",9.59,37x91x47,348,27,5.027361298011842,4.420285346790972,5.020783625148071,4.408181592150733,5.852205353333564,151.83915219988575,92.53460652666465,352,Vertex Flex Water Bottle
BEA-TEC-1074,TechPro Ultra Equipment Model 849,Beauty,Skincare,TechPro,1.9,3.23,2022-10-30,,Novak PLC,20.83,30x21x39,448,56,1.4422019930581866,1.0647107369924282,1.172482137234565,0.6418538861723947,6.104795464555351,3.432720196970665,2.4358184352149235,453,Vertex Max Action Camera
BOO-HOM-1075,HomeComfort Ultra Equipment,Books,Educational,HomeComfort,42.09,81.76,2022-12-13,,"Daniels, Adkins and Brown",23.47,14x23x19,440,96,4.415944852877343,3.763290951627747,4.403788126455394,3.7398101827824792,6.086776999636997,81.98442702468017,44.58391708341556,439,Aurora Lite Coffee Grinder
BEA-OUT-1076,OutdoorAdventure Advanced Item,Beauty,Fragrances,OutdoorAdventure,21.72,33.04,2023-07-04,2025-01-11,"Woods, Calhoun and Schmidt",33.67,91x38x42,195,91,3.5275363037051735,3.1232455938529506,3.497718948652777,3.0782334950657346,5.273004686755725,33.30584493975223,13.60235866341862,193,Pulse Water Bottle
HOM-SPO-1077,SportElite Modern Chair,Home & Garden,Furniture,SportElite,15.35,44.73,2022-12-02,,Yu Inc,11.15,13x86x34,465,99,3.822754537669964,2.794227897343262,3.8006444174447567,2.731115474033206,6.142039556122678,44.312563758699405,24.753120488416677,469,Terra Desk Lamp 2023
HOM-STY-1078,StyleMax Elite Chair,Home & Garden,Garden Tools,StyleMax,21.81,42.68,2023-05-20,2024-07-13,Jones Inc,44.37,22x54x34,189,95,3.7768903314366495,3.1271990362962967,3.7537304264335525,3.0823685802135374,5.241752306050936,42.541296413973384,27.94428712583115,188,Vertex Flex Action Camera
BEA-KIT-1079,KitchenMaster Elite Equipment,Beauty,Fragrances,KitchenMaster,3.36,9.23,2023-09-23,,"Hensley, Powell and David",47.58,9x93x28,111,66,2.325324579963535,1.4724720573609429,2.222459048514761,1.2119409739751128,4.709539210280762,8.853551678334627,4.788647248186145,109,Granite Classic Wireless Earbuds
SPO-AUT-1080,AutoCare Pro Accessory,Sports,Outdoor Gear,AutoCare,16.48,47.02,2023-10-23,,"Sanchez, Wheeler and Harvey",19.97,29x20x34,46,94,3.8716175907931074,2.8610573702273894,3.8505730431119236,2.8021475244813256,3.828663135383238,47.375841357358084,35.57128486088045,48,Aurora Prime Smart Thermostat
CLO-TEC-1081,TechPro Premium Dress Collection 905,Clothing,Accessories,TechPro,16.21,50.73,2022-03-12,,Sandoval-Cunningham,27.75,80x32x19,168,28,3.9460378840154235,2.845490610223448,3.9265174515785985,2.785628335747585,5.123969931766496,50.850832164291006,22.605044234693207,166,Solstice Lite Wireless Earbuds
AUT-BEA-1082,BeautyGlow Elite Product,Automotive,Car Parts,BeautyGlow,75.95,204.9,2022-04-23,,Donovan-Harris,1.39,6x50x20,301,51,5.327390614033744,4.343155860284888,5.322522055244854,4.330075229041782,5.707113587002493,204.7342800643556,122.58801186154787,305,Harbor Trail Shoes 2025
ELE-BEA-1083,BeautyGlow Premium Laptop,Electronics,Laptops,BeautyGlow,32.52,82.48,2024-02-03,2025-11-03,"Edwards, Baker and Anderson",38.92,70x80x11,231,74,4.4246070822090005,3.5121422756138823,4.412555839708705,3.48185528467961,5.442422039516752,82.05228718328031,50.89376011479639,231,Lumen Coffee Grinder 2024
CLO-TEC-1084,TechPro Ultra Jacket,Clothing,Accessories,TechPro,6.38,13.16,2023-05-06,,"Evans, Stewart and Walton",21.37,18x67x50,465,66,2.6504210882655737,1.998773638612381,2.5771819258971713,1.8531680973566984,6.142039556122678,12.97476267528135,7.33922750422975,461,Vertex Portable Speaker 2022
ELE-AUT-1085,AutoCare Elite Phone System 748,Electronics,Smartphones,AutoCare,33.06,86.59,2023-12-31,,Smith PLC,49.73,72x42x34,258,87,4.472666836174998,3.5281236752345424,4.46118433545971,3.498324092392878,5.552963460883098,86.41867965558622,47.53774512751813,257,Terra Flex Action Camera
